Timestamp,Elapsed_Sec,Box_X,Box_Y,Box_W,Box_H,Blur_Variance,Real_Prob,Fake_Prob
2026-07-29 19:49:15,8.86,226,30,476,207,501.44,0.8403,0.1597
2026-07-29 19:49:15,9.07,140,30,574,207,530.31,0.5950,0.4050
2026-07-29 19:49:15,9.27,146,29,569,207,507.97,0.4982,0.5018
2026-07-29 19:49:15,9.48,124,33,596,206,514.24,0.4432,0.5568
2026-07-29 19:49:15,9.68,110,34,607,206,555.16,0.3575,0.6425
2026-07-29 19:49:16,9.89,156,25,559,209,502.86,0.6745,0.3255
2026-07-29 19:49:16,10.09,153,24,561,209,458.93,0.4192,0.5808
2026-07-29 19:49:16,10.29,147,21,506,211,241.71,0.7075,0.2925
2026-07-29 19:49:16,10.51,150,23,484,211,164.64,0.9099,0.0901
2026-07-29 19:49:16,10.80,198,20,437,211,146.52,0.8979,0.1021
2026-07-29 19:49:17,11.03,168,15,472,213,186.41,0.9079,0.0921
2026-07-29 19:49:17,11.27,168,15,472,214,188.00,0.9241,0.0759
2026-07-29 19:49:17,11.50,168,15,471,214,171.19,0.9008,0.0992
2026-07-29 19:49:17,11.71,170,13,469,215,170.88,0.9672,0.0328
2026-07-29 19:49:18,11.92,173,13,467,215,183.50,0.8369,0.1631
2026-07-29 19:49:18,12.10,176,13,464,216,178.62,0.7316,0.2684
2026-07-29 19:49:18,12.32,177,14,463,215,176.09,0.6862,0.3138
2026-07-29 19:49:18,12.54,179,15,460,214,195.57,0.8574,0.1426
2026-07-29 19:49:18,12.73,181,15,458,215,203.80,0.8728,0.1272
2026-07-29 19:49:19,12.95,181,16,456,215,200.85,0.6642,0.3358
2026-07-29 19:49:19,13.17,177,21,459,212,161.51,0.8824,0.1176
2026-07-29 19:49:19,13.52,184,18,452,212,175.35,0.7269,0.2731
2026-07-29 19:49:19,13.74,189,20,445,211,205.14,0.8126,0.1874
2026-07-29 19:49:20,14.13,189,19,445,212,204.85,0.7422,0.2578
2026-07-29 19:49:20,14.34,189,20,445,212,198.53,0.7591,0.2409
2026-07-29 19:49:20,14.54,188,20,445,212,143.26,0.8450,0.1550
2026-07-29 19:49:20,14.74,188,20,445,212,143.58,0.8628,0.1372
2026-07-29 19:49:24,17.93,278,91,333,178,164.22,0.7341,0.2659
2026-07-29 19:49:24,18.13,260,80,344,184,223.03,0.8516,0.1484
2026-07-29 19:49:24,18.33,242,57,360,195,303.46,0.5832,0.4168
2026-07-29 19:49:24,18.69,231,59,407,194,321.15,0.8090,0.1910
2026-07-29 19:49:25,18.90,187,75,468,187,345.57,0.7233,0.2767
2026-07-29 19:49:25,19.11,175,71,489,189,345.90,0.4101,0.5899
2026-07-29 19:49:25,19.31,173,64,497,191,336.73,0.7166,0.2834
2026-07-29 19:49:25,19.51,257,94,438,178,178.08,0.9320,0.0680
2026-07-29 19:49:25,19.73,256,108,448,172,160.15,0.8360,0.1640
2026-07-29 19:49:26,19.93,256,106,452,173,169.15,0.6457,0.3543
2026-07-29 19:49:26,20.13,257,108,453,172,173.38,0.8675,0.1325
2026-07-29 19:49:26,20.34,257,107,463,172,177.30,0.8514,0.1486
2026-07-29 19:49:26,20.55,258,109,425,171,154.69,0.8577,0.1423
2026-07-29 19:49:26,20.75,259,93,217,173,116.30,0.9873,0.0127
2026-07-29 19:49:27,20.99,259,101,196,170,82.07,0.9845,0.0155
2026-07-29 19:49:27,21.27,286,98,194,175,87.27,0.9412,0.0588
2026-07-29 19:49:27,21.46,271,60,209,192,107.88,0.8761,0.1239
2026-07-29 19:49:27,21.67,259,68,241,190,111.88,0.9834,0.0166
2026-07-29 19:49:28,21.87,270,53,255,144,96.66,0.9448,0.0552
2026-07-29 19:49:28,22.08,271,49,271,145,98.71,0.9052,0.0948
2026-07-29 19:49:28,22.28,272,31,298,158,116.78,0.8977,0.1023
2026-07-29 19:49:28,22.50,270,18,308,213,145.30,0.9961,0.0039
2026-07-29 19:49:28,22.71,283,21,301,211,137.07,0.9922,0.0078
2026-07-29 19:49:29,22.93,295,27,310,209,155.52,0.9757,0.0243
2026-07-29 19:49:29,23.13,294,28,373,162,370.48,0.9638,0.0362
2026-07-29 19:49:29,23.33,298,26,389,166,488.16,0.9018,0.0982
2026-07-29 19:49:29,23.53,299,28,384,188,457.58,0.8642,0.1358
2026-07-29 19:49:29,23.73,297,30,385,179,501.58,0.8331,0.1669
2026-07-29 19:49:30,23.94,296,30,386,181,483.58,0.9381,0.0619
2026-07-29 19:49:30,24.15,142,54,521,190,278.15,0.4103,0.5897
2026-07-29 19:49:30,24.36,146,56,545,190,322.58,0.4794,0.5206
2026-07-29 19:49:30,24.71,141,54,295,144,44.48,0.8488,0.1512
2026-07-29 19:49:31,24.92,139,52,297,145,49.05,0.9578,0.0422
2026-07-29 19:49:31,25.12,140,53,292,144,43.40,0.9838,0.0162
2026-07-29 19:49:31,25.50,233,21,449,212,62.08,0.9393,0.0607
2026-07-29 19:49:31,25.70,232,18,447,213,64.72,0.9749,0.0251
2026-07-29 19:49:32,25.91,229,17,447,213,63.69,0.9358,0.0642
2026-07-29 19:49:32,26.13,222,15,452,215,65.80,0.9631,0.0369
2026-07-29 19:49:32,26.44,184,18,504,213,80.59,0.9879,0.0121
2026-07-29 19:49:32,26.65,95,29,619,206,140.77,0.7361,0.2639
2026-07-29 19:49:33,26.86,117,36,600,204,141.14,0.7104,0.2896
2026-07-29 19:49:33,27.07,81,28,634,207,125.48,0.5223,0.4777
2026-07-29 19:49:35,29.19,86,8,629,217,82.88,0.7758,0.2242
2026-07-29 19:49:35,29.45,173,4,558,204,73.41,0.5223,0.4777
2026-07-29 19:49:35,29.75,227,23,483,204,39.90,0.4302,0.5698
2026-07-29 19:49:36,30.05,229,10,476,191,33.93,0.9820,0.0180
2026-07-29 19:49:36,30.34,252,6,471,203,39.80,0.8260,0.1740
2026-07-29 19:49:36,30.74,223,4,477,193,36.37,0.8812,0.1188
2026-07-29 19:49:37,31.43,170,14,474,213,24.53,0.9541,0.0459
2026-07-29 19:49:37,31.75,106,82,191,129,19.30,0.8391,0.1609
2026-07-29 19:49:38,31.97,230,68,472,153,55.01,0.5014,0.4986
2026-07-29 19:49:38,32.17,224,85,448,142,48.27,0.5387,0.4613
2026-07-29 19:49:38,32.38,193,89,427,133,34.92,0.3660,0.6340
2026-07-29 19:49:38,32.62,255,109,379,113,19.91,0.3412,0.6588
2026-07-29 19:49:39,32.83,106,139,234,107,22.70,0.6166,0.3834
2026-07-29 19:49:39,33.22,220,122,319,104,27.00,0.3687,0.6313
2026-07-29 19:49:39,33.58,108,159,206,95,48.67,0.4349,0.5651
2026-07-29 19:49:39,33.80,107,172,208,90,16.42,0.4233,0.5767
2026-07-29 19:49:40,34.17,216,14,535,211,490.70,0.7196,0.2804
2026-07-29 19:49:40,34.41,218,17,533,210,511.46,0.7390,0.2610
2026-07-29 19:49:40,34.62,223,20,529,211,503.80,0.7664,0.2336
2026-07-29 19:49:41,34.84,231,23,522,210,491.75,0.9118,0.0882
2026-07-29 19:49:41,35.06,235,27,517,207,429.49,0.9013,0.0987
2026-07-29 19:49:41,35.28,239,29,512,207,460.82,0.7576,0.2424
2026-07-29 19:49:41,35.48,246,33,507,205,562.53,0.7034,0.2966
2026-07-29 19:49:41,35.69,259,22,414,207,169.21,0.3078,0.6922
2026-07-29 19:49:42,35.89,258,23,415,206,163.79,0.3567,0.6433
2026-07-29 19:49:42,36.10,261,24,412,206,156.69,0.4828,0.5172
2026-07-29 19:49:42,36.31,261,22,413,207,191.77,0.4060,0.5940
2026-07-29 19:49:42,36.52,262,17,412,209,204.12,0.3120,0.6880
2026-07-29 19:49:42,36.78,259,17,416,209,191.02,0.3462,0.6538
2026-07-29 19:49:43,37.01,260,16,417,208,194.60,0.3651,0.6349
2026-07-29 19:49:43,37.21,263,16,413,207,215.10,0.3206,0.6794
2026-07-29 19:49:43,37.42,266,21,412,205,198.89,0.4271,0.5729
2026-07-29 19:49:43,37.77,299,61,214,191,32.32,0.9979,0.0021
2026-07-29 19:49:44,37.96,300,64,208,185,23.30,0.9921,0.0079
2026-07-29 19:49:44,38.18,293,61,214,187,26.18,0.7867,0.2133
2026-07-29 19:49:44,38.37,300,61,232,179,33.12,0.9928,0.0072
2026-07-29 19:49:44,38.58,302,56,265,187,41.30,0.9798,0.0202
2026-07-29 19:49:44,38.78,281,69,332,177,64.15,0.6370,0.3630
2026-07-29 19:49:45,39.01,319,61,273,177,37.67,0.9430,0.0570
2026-07-29 19:49:45,39.22,109,81,481,175,149.47,0.2482,0.7518
2026-07-29 19:49:45,39.73,116,85,636,181,313.59,0.3218,0.6782
2026-07-29 19:49:47,40.83,514,73,122,188,106.61,0.7271,0.2729
2026-07-29 19:49:47,41.04,510,71,163,189,123.77,0.4478,0.5522
2026-07-29 19:49:47,41.25,484,67,219,190,164.32,0.3029,0.6971
2026-07-29 19:49:47,41.45,468,65,235,191,180.56,0.5106,0.4894
2026-07-29 19:49:47,41.67,452,61,250,193,183.03,0.4435,0.5565
2026-07-29 19:49:48,41.89,440,62,248,193,194.75,0.3004,0.6996
2026-07-29 19:49:48,42.17,430,63,244,192,183.79,0.4639,0.5361
2026-07-29 19:49:48,42.37,421,63,250,192,187.03,0.3564,0.6436
2026-07-29 19:49:48,42.58,421,62,254,193,203.33,0.4383,0.5617
2026-07-29 19:49:48,42.77,469,67,195,191,143.29,0.3210,0.6790
2026-07-29 19:49:49,42.98,500,68,132,190,80.55,0.5924,0.4076
2026-07-29 19:49:49,43.18,502,67,116,191,74.58,0.8411,0.1589
2026-07-29 19:49:49,43.55,501,69,118,190,69.85,0.7000,0.3000
2026-07-29 19:49:49,43.75,504,68,119,191,71.84,0.4236,0.5764
2026-07-29 19:49:50,43.99,497,65,128,192,79.03,0.5558,0.4442
2026-07-29 19:49:50,44.23,500,63,124,194,87.78,0.3323,0.6677
2026-07-29 19:49:50,44.49,501,66,122,193,82.33,0.5572,0.4428
2026-07-29 19:49:50,44.74,501,65,122,193,74.87,0.3468,0.6532
2026-07-29 19:49:51,44.95,501,65,122,193,73.11,0.5136,0.4864
2026-07-29 19:49:51,45.25,501,65,122,192,65.69,0.5255,0.4745
