Timestamp,Elapsed_Sec,Box_X,Box_Y,Box_W,Box_H,Blur_Variance,Real_Prob,Fake_Prob
2026-07-29 09:35:52,0.45,247,33,448,163,28.09,0.6037,0.3963
2026-07-29 09:35:52,0.57,265,0,420,155,97.34,0.8420,0.1580
2026-07-29 09:35:52,0.74,265,0,420,155,97.34,0.8420,0.1580
2026-07-29 09:35:52,0.92,265,0,420,155,97.34,0.8420,0.1580
2026-07-29 09:35:52,1.06,265,0,420,156,96.91,0.7698,0.2302
2026-07-29 09:35:53,1.19,265,0,420,155,97.34,0.8420,0.1580
2026-07-29 09:35:53,1.34,265,0,420,155,97.34,0.8420,0.1580
2026-07-29 09:35:53,1.47,265,0,420,155,97.34,0.8420,0.1580
2026-07-29 09:35:53,1.70,265,0,420,155,97.34,0.8420,0.1580
2026-07-29 09:35:53,1.83,265,0,420,155,97.34,0.8420,0.1580
2026-07-29 09:35:53,1.99,263,0,421,155,114.18,0.8726,0.1274
2026-07-29 09:35:54,2.16,264,0,420,155,154.96,0.9626,0.0374
2026-07-29 09:35:54,2.32,259,0,432,156,194.72,0.8678,0.1322
2026-07-29 09:35:54,2.45,211,0,483,155,236.58,0.4267,0.5733
2026-07-29 09:35:54,2.60,284,1,412,154,197.97,0.8254,0.1746
2026-07-29 09:35:54,2.76,289,1,414,154,110.03,0.3963,0.6037
2026-07-29 09:35:54,2.90,93,0,614,155,201.24,0.3828,0.6172
2026-07-29 09:35:54,3.03,111,0,600,156,206.19,0.4280,0.5720
2026-07-29 09:35:55,3.22,111,0,598,155,187.16,0.4160,0.5840
2026-07-29 09:35:55,3.57,102,0,608,155,188.19,0.3784,0.6216
2026-07-29 09:35:55,3.85,102,0,608,155,188.19,0.3784,0.6216
2026-07-29 09:35:55,4.03,102,0,608,155,188.19,0.3784,0.6216
2026-07-29 09:35:56,4.23,102,0,608,155,188.19,0.3784,0.6216
2026-07-29 09:35:56,4.42,121,0,588,154,102.99,0.3461,0.6539
2026-07-29 09:35:56,4.60,106,1,604,153,158.40,0.3515,0.6485
2026-07-29 09:35:56,4.79,153,0,547,160,83.68,0.2981,0.7019
2026-07-29 09:35:56,4.93,151,1,537,163,88.20,0.3322,0.6678
2026-07-29 09:35:56,5.07,150,1,566,177,93.36,0.3541,0.6459
2026-07-29 09:35:57,5.21,145,1,513,176,92.61,0.3498,0.6502
2026-07-29 09:35:57,5.34,147,1,497,177,97.28,0.3338,0.6662
2026-07-29 09:35:57,5.52,147,1,493,177,96.69,0.4479,0.5521
2026-07-29 09:35:57,5.66,148,1,493,176,100.71,0.2269,0.7731
2026-07-29 09:35:57,5.80,154,1,491,176,104.08,0.2679,0.7321
2026-07-29 09:35:57,5.93,159,1,486,176,99.77,0.2506,0.7494
2026-07-29 09:35:57,6.07,166,1,481,176,104.87,0.2848,0.7152
2026-07-29 09:35:58,6.33,167,1,479,177,104.98,0.2775,0.7225
2026-07-29 09:35:58,6.47,168,1,476,177,108.51,0.3332,0.6668
2026-07-29 09:35:58,6.65,169,0,476,178,107.42,0.3127,0.6873
2026-07-29 09:35:58,6.78,171,0,474,178,108.33,0.3648,0.6352
2026-07-29 09:35:58,6.92,173,0,471,178,107.04,0.3401,0.6599
2026-07-29 09:35:58,7.04,175,0,470,178,108.75,0.3125,0.6875
2026-07-29 09:35:59,7.18,177,0,467,177,105.97,0.3687,0.6313
2026-07-29 09:35:59,7.33,179,0,465,177,94.59,0.3554,0.6446
2026-07-29 09:35:59,7.46,180,1,464,177,92.19,0.3753,0.6247
2026-07-29 09:35:59,7.60,182,1,461,177,93.26,0.4142,0.5858
2026-07-29 09:35:59,7.74,183,0,460,178,95.11,0.4330,0.5670
2026-07-29 09:35:59,7.89,183,0,459,179,96.02,0.3734,0.6266
