Timestamp,Elapsed_Sec,Box_X,Box_Y,Box_W,Box_H,Blur_Variance,Real_Prob,Fake_Prob
2026-07-29 07:23:42,12.88,290,86,198,198,10.18,0.9995,0.0005
2026-07-29 07:23:42,12.92,198,72,240,240,18.36,0.9945,0.0055
2026-07-29 07:23:42,12.97,296,84,200,200,12.02,0.9999,0.0001
2026-07-29 07:23:42,13.01,204,68,244,244,19.33,0.9791,0.0209
2026-07-29 07:23:42,13.05,308,86,202,202,10.77,0.9996,0.0004
2026-07-29 07:23:42,13.09,214,68,248,248,22.24,0.9989,0.0011
2026-07-29 07:23:42,13.15,312,86,202,202,11.28,0.9991,0.0009
2026-07-29 07:23:42,13.18,214,68,252,252,23.60,0.9973,0.0027
2026-07-29 07:23:42,13.23,320,88,202,202,14.24,0.9999,0.0001
2026-07-29 07:23:42,13.28,324,88,200,200,16.82,0.9998,0.0002
2026-07-29 07:23:42,13.32,230,74,240,240,31.68,0.9771,0.0229
2026-07-29 07:23:42,13.38,328,88,202,202,15.30,0.9999,0.0001
2026-07-29 07:23:42,13.43,330,90,200,200,16.93,0.9999,0.0001
2026-07-29 07:23:42,13.48,332,90,200,200,17.25,0.9999,0.0001
2026-07-29 07:23:42,13.52,336,90,200,200,15.88,0.9995,0.0005
2026-07-29 07:23:43,13.58,338,90,200,200,16.48,0.9996,0.0004
2026-07-29 07:23:43,13.63,338,90,200,200,16.55,0.9999,0.0001
2026-07-29 07:23:43,13.68,340,90,202,202,14.70,0.9989,0.0011
2026-07-29 07:23:43,13.72,342,90,202,202,13.65,0.9995,0.0005
2026-07-29 07:23:43,13.77,344,90,202,202,14.37,0.9991,0.0009
2026-07-29 07:23:43,13.82,344,90,202,202,13.75,0.9999,0.0001
2026-07-29 07:23:43,13.86,348,92,202,202,13.21,0.9995,0.0005
2026-07-29 07:23:43,13.91,348,90,202,202,14.00,0.9985,0.0015
2026-07-29 07:23:43,13.96,348,90,206,206,12.59,0.9996,0.0004
2026-07-29 07:23:43,14.01,348,92,204,204,10.38,0.9991,0.0009
2026-07-29 07:23:43,14.17,350,92,202,202,12.01,0.8886,0.1114
2026-07-29 07:23:43,14.22,352,88,206,206,14.38,0.6469,0.3531
2026-07-29 07:23:43,14.27,352,88,206,206,14.38,0.5042,0.4958
2026-07-29 07:23:43,14.31,352,88,208,208,14.16,0.9874,0.0126
2026-07-29 07:23:43,14.37,352,86,210,210,15.75,0.9887,0.0113
2026-07-29 07:23:43,14.41,354,86,206,206,13.83,0.9901,0.0099
2026-07-29 07:23:43,14.46,354,84,208,208,14.52,0.9993,0.0007
2026-07-29 07:23:43,14.51,354,84,208,208,13.94,0.9985,0.0015
2026-07-29 07:23:44,14.56,354,84,206,206,13.97,0.9939,0.0061
2026-07-29 07:23:44,14.61,354,82,208,208,14.30,0.9792,0.0208
2026-07-29 07:23:44,14.65,354,80,210,210,15.00,0.9965,0.0035
2026-07-29 07:23:44,14.70,354,80,208,208,13.87,0.8760,0.1240
2026-07-29 07:23:44,14.75,354,80,206,206,13.67,0.9368,0.0632
2026-07-29 07:23:44,14.79,356,80,206,206,13.79,0.9874,0.0126
2026-07-29 07:23:44,14.84,354,80,206,206,13.64,0.9676,0.0324
2026-07-29 07:23:44,14.89,356,78,208,208,14.53,0.9321,0.0679
